GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC04_EST_VC75,"Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC04_MOE_VC75,"Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC05_EST_VC75,"Percent Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC05_MOE_VC75,"Percent Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC01_EST_VC76,"Total; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC01_MOE_VC76,"Total; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC02_EST_VC76,"Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC02_MOE_VC76,"Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC03_EST_VC76,"Percent Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC03_MOE_VC76,"Percent Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC04_EST_VC76,"Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC04_MOE_VC76,"Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC05_EST_VC76,"Percent Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC05_MOE_VC76,"Percent Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $25,000 to $49,999"
HC01_EST_VC77,"Total; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC01_MOE_VC77,"Total; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC02_EST_VC77,"Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC02_MOE_VC77,"Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC03_EST_VC77,"Percent Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC03_MOE_VC77,"Percent Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC04_EST_VC77,"Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC04_MOE_VC77,"Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC05_EST_VC77,"Percent Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC05_MOE_VC77,"Percent Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $50,000 to $74,999"
HC01_EST_VC78,"Total; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC01_MOE_VC78,"Total; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC02_EST_VC78,"Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC02_MOE_VC78,"Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC03_EST_VC78,"Percent Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC03_MOE_VC78,"Percent Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC04_EST_VC78,"Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC04_MOE_VC78,"Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC05_EST_VC78,"Percent Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC05_MOE_VC78,"Percent Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $75,000 to $99,999"
HC01_EST_VC79,"Total; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC01_MOE_VC79,"Total; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC02_EST_VC79,"Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC02_MOE_VC79,"Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC03_EST_VC79,"Percent Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC03_MOE_VC79,"Percent Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC04_EST_VC79,"Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC04_MOE_VC79,"Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC05_EST_VC79,"Percent Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC05_MOE_VC79,"Percent Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - $100,000 and over"
HC01_EST_VC82,Total; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC01_MOE_VC82,Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC02_EST_VC82,Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC02_MOE_VC82,Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC03_EST_VC82,Percent Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC03_MOE_VC82,Percent Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC04_EST_VC82,Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC04_MOE_VC82,Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC05_EST_VC82,Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC05_MOE_VC82,Percent Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined
HC01_EST_VC83,Total; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC01_MOE_VC83,Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC02_EST_VC83,Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC02_MOE_VC83,Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC03_EST_VC83,Percent Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC03_MOE_VC83,Percent Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC04_EST_VC83,Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC04_MOE_VC83,Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC05_EST_VC83,Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC05_MOE_VC83,Percent Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - Below 138 percent of the poverty threshold
HC01_EST_VC84,Total; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC01_MOE_VC84,Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC02_EST_VC84,Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC02_MOE_VC84,Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC03_EST_VC84,Percent Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC03_MOE_VC84,Percent Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC04_EST_VC84,Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC04_MOE_VC84,Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC05_EST_VC84,Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC05_MOE_VC84,Percent Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 138 to 199 percent of the poverty threshold
HC01_EST_VC85,Total; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC01_MOE_VC85,Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC02_EST_VC85,Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC02_MOE_VC85,Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC03_EST_VC85,Percent Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC03_MOE_VC85,Percent Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC04_EST_VC85,Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC04_MOE_VC85,Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC05_EST_VC85,Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC05_MOE_VC85,Percent Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - 200 to 399 percent of the poverty threshold
HC01_EST_VC86,Total; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC01_MOE_VC86,Total; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC02_EST_VC86,Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC02_MOE_VC86,Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC03_EST_VC86,Percent Insured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC03_MOE_VC86,Percent Insured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC04_EST_VC86,Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC04_MOE_VC86,Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC05_EST_VC86,Percent Uninsured; Estimate; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
HC05_MOE_VC86,Percent Uninsured; Margin of Error; RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS - Civilian noninstitutionalized population for whom poverty status is determined - At or above 400 percent of the poverty threshold
